"row_number","animal_name","animal_gender","animal_birth_month","breed_rc","borough","zip_code","community_district","census_tract2010","nta","city_council_district","congressional_district","state_senatorial_district","license_issued_date","license_expired_date"
91,"Kirby","M",2009-10-01,"Jack Russell Terrier","Queens",11106,401,47,"QN70",26,12,12,2014-09-17,2016-10-17
92,"Kimberly","F",2011-06-01,"Pit Bull (or Mix)","Brooklyn",11230,314,530,"BK43",44,9,17,2014-09-17,2017-03-21
93,"Cosmo","M",2009-04-01,"Boxer","Manhattan",10003,106,48,"MN21",2,12,27,2014-09-17,2016-09-17
94,"Boo","F",2013-07-01,"Labradoodle","Brooklyn",11211,301,513,"BK73",34,12,18,2014-09-17,2019-09-17
95,"Nova","F",2010-05-01,"Poodle, Toy","Bronx",10457,206,393,"BX06",15,15,33,2014-09-17,2016-09-04
96,"Zoe","F",2014-06-01,"Labrador (or Crossbreed)","Queens",11101,402,7,"QN31",26,12,12,2014-09-17,2019-09-17
97,"Zoe","F",2009-09-01,"Chihuahua","Bronx",10475,212,456,"BX03",13,14,34,2014-09-17,2016-09-17
98,"Spuds","M",2010-09-01,"Bulldog","Bronx",10461,210,184,"BX52",13,14,34,2014-09-17,2017-09-17
99,"Ace","M",2005-01-01,"Beagle","Manhattan",10001,NA,NA,NA,NA,NA,NA,2014-09-17,2016-10-31
100,"Sammy","M",2006-01-01,"Shiba Inu","Manhattan",10011,104,93,"MN13",3,10,27,2014-09-17,2016-10-31
101,"Charlie","M",2008-02-01,"Unknown","Manhattan",10128,108,14402,"MN32",5,12,28,2014-09-17,2019-09-16
102,"Bella","F",2012-07-01,"Yorkshire Terrier","Manhattan",10013,102,41,"MN24",1,7,26,2014-09-17,2019-09-17
103,"Max","M",2005-02-01,"Pug","Manhattan",10025,107,189,"MN12",7,13,30,2014-09-17,2016-10-30
104,"Marty","M",2009-04-01,"Havanese","Manhattan",10036,104,115,"MN15",3,10,27,2014-09-18,2017-06-25
105,"Poppett","F",2011-02-01,"Dachshund, Long Haired Miniature","Manhattan",10024,107,175,"MN12",6,10,31,2014-09-18,2019-09-18
106,"Mollie","F",2012-12-01,"Pit Bull (or Mix)","Brooklyn",11228,311,184,"BK28",43,10,22,2014-09-18,2016-07-29
107,"Sebastian","M",2004-01-01,"Italian Greyhound","Manhattan",10128,108,152,"MN32",5,12,28,2014-09-18,2016-10-31
108,"Moneypenny","F",2014-05-01,"Chinese Crested","Brooklyn",11215,306,165,"BK37",39,9,21,2014-09-18,2019-09-18
109,"Jack","M",2010-07-01,"Schnauzer, Miniature","Queens",11365,411,1417,"QN48",20,6,16,2014-09-18,2016-10-14
110,"Rusty","M",2005-01-01,"German Shepherd Crossbreed","Brooklyn",11218,312,498,"BK41",39,10,21,2014-09-18,2016-10-30
111,"Midori","F",2008-05-01,"Anatolian Shepherd Dog","Manhattan",10019,105,137,"MN17",4,12,28,2014-09-18,2017-09-18
112,"Apollo","M",2011-04-01,"Maltese","Bronx",10463,208,29301,"BX29",11,16,34,2014-09-18,2019-09-18
113,"Phillip","M",2011-04-01,"Maltese","Bronx",10463,208,29301,"BX29",11,16,34,2014-09-18,2019-09-18
114,"Sparky","M",2010-10-01,"Tibetan Terrier","Bronx",10458,206,389,"BX06",15,15,33,2014-09-18,2017-09-18
115,"Smokey","M",2013-11-01,"American Staffordshire Terrier","Manhattan",10036,104,117,"MN13",3,10,31,2014-09-18,2019-09-18
116,"Snoopy","M",2012-06-01,"Unknown","Bronx",10454,201,2701,"BX39",8,15,29,2014-09-18,2019-09-06
117,"Graisy","F",2009-05-01,"Chihuahua","Bronx",10462,211,238,"BX37",13,14,33,2014-09-18,2017-10-08
118,"Gigi","F",2009-11-01,"Poodle, Standard","Brooklyn",11201,306,49,"BK33",39,7,26,2014-09-18,2019-09-18
119,"Butterfly","F",2012-05-01,"Bull Dog, French","Manhattan",10023,107,161,"MN12",6,10,29,2014-09-18,2017-08-21
120,"Campbell","M",2014-05-01,"Poodle","Manhattan",10128,NA,NA,NA,NA,NA,NA,2014-09-18,2016-09-18
121,"Curtis","M",2010-10-01,"Labrador (or Crossbreed)","Brooklyn",11215,306,135,"BK37",39,7,21,2014-09-18,2017-10-24
122,"Kate","F",2011-04-01,"Maltese","Bronx",10463,208,29301,"BX29",11,16,34,2014-09-18,2019-09-18
123,"William","M",2011-04-01,"Maltese","Bronx",10463,208,29301,"BX29",11,16,34,2014-09-18,2019-09-18
124,"Penny","F",2013-11-01,"Labrador (or Crossbreed)","Brooklyn",11217,302,127,"BK38",33,7,25,2014-09-19,2019-09-19
125,"Andy","M",2010-06-01,"Chihuahua","Queens",11373,404,483,"QN50",25,6,16,2014-09-19,2019-10-17
126,"Lissy","F",2010-06-01,"Chihuahua","Queens",11373,404,483,"QN50",25,6,16,2014-09-19,2019-10-17
127,"Max","M",2010-05-01,"Unknown","Brooklyn",11218,307,500,"BK40",39,9,21,2014-09-19,2017-10-25
128,"Coco","F",2014-07-01,"Maltese","Brooklyn",11214,311,290,"BK28",47,11,23,2014-09-19,2016-09-19
129,"Tesla","F",2013-02-01,"Pit Bull (or Mix)","Brooklyn",11221,304,397,"BK78",34,8,18,2014-09-19,2019-09-19
130,"Gunther","M",2010-05-01,"Unknown","Manhattan",10021,108,128,"MN40",4,12,28,2014-09-19,2016-09-23
131,"Belle","F",2006-10-01,"Cocker Spaniel","Brooklyn",11218,307,171,"BK40",39,9,21,2014-09-20,2017-09-20
132,"Coco","F",2002-07-01,"Maltese","Manhattan",10027,109,203,"MN09",7,10,30,2014-09-20,2016-09-20
133,"Jett","M",2009-11-01,"Labrador (or Crossbreed)","Brooklyn",11237,304,443,"BK77",37,7,18,2014-09-20,2016-09-20
134,"Jocki","F",2008-12-01,"Unknown","Bronx",10463,208,29301,"BX29",11,16,34,2014-09-20,2019-06-19
135,"Minnie","F",2007-12-01,"Chihuahua","Brooklyn",11217,302,35,"BK68",35,8,25,2014-09-20,2017-10-14
136,"Sasha","F",2014-04-01,"Manchester Terrier","Queens",11385,405,551,"QN20",34,7,12,2014-09-20,2019-09-20
137,"Rosie","F",2013-09-01,"Labradoodle","Manhattan",10013,101,31,"MN24",1,10,26,2014-09-20,2019-09-20
138,"Augusta","F",2001-03-01,"Jack Russell Terrier","Brooklyn",11217,302,35,"BK68",35,8,25,2014-09-20,2017-10-14
139,"Cooper","M",2008-05-01,"Labrador (or Crossbreed)","Brooklyn",11201,306,49,"BK33",39,7,26,2014-09-20,2019-09-23
140,"Zoey","F",2014-03-01,"Labradoodle","Staten Island",10301,501,67,"SI35",49,11,24,2014-09-20,2019-09-20
141,"Nina","F",2005-11-01,"Golden Retriever","Manhattan",10023,107,147,"MN14",6,10,27,2014-09-20,2019-09-20
142,"Brutus","M",2013-04-01,"Cocker Spaniel","Queens",11102,401,69,"QN71",22,12,12,2014-09-20,2019-10-23
143,"Andy","F",2013-11-01,"Cocker Spaniel","Brooklyn",11201,302,15,"BK38",35,8,25,2014-09-21,2018-09-21
144,"Patch","M",2004-11-01,"Maltese","Manhattan",10017,106,88,"MN19",4,12,28,2014-09-21,2019-10-02
145,"Solo","M",2008-01-01,"Pit Bull (or Mix)","Brooklyn",11234,318,656,"BK45",46,8,22,2014-09-21,2019-06-10
146,"Brando","M",2012-08-01,"Labrador (or Crossbreed)","Queens",11355,407,845,"QN22",20,6,16,2014-09-21,2016-09-21
147,"Woody","M",2010-01-01,"Unknown","Brooklyn",11205,302,187,"BK68",35,8,25,2014-09-21,2019-11-09
148,"Zoe","F",2004-01-01,"Havanese","Brooklyn",11231,306,65,"BK33",39,7,25,2014-09-21,2019-10-31
149,"Roxy","M",2004-08-01,"Havanese","Manhattan",10019,104,135,"MN15",6,10,27,2014-09-21,2016-09-22
150,"Chauncey","M",2006-08-01,"Shih Tzu","Bronx",10463,208,29302,"BX29",11,16,34,2014-09-21,2016-09-21
151,"Chance","M",2008-06-01,"Border Terrier","Brooklyn",11234,318,69602,"BK45",46,8,19,2014-09-21,2019-09-21
152,"Mica","F",2005-01-01,"Unknown","Brooklyn",11222,301,589,"BK76",33,12,26,2014-09-21,2016-09-29
153,"Jelly","F",2014-05-01,"German Shepherd Crossbreed","Queens",11364,411,129104,"QN42",23,6,11,2014-09-21,2019-09-21
154,"Riggins","F",2011-08-01,"Pit Bull (or Mix)","Manhattan",10023,107,161,"MN12",6,10,29,2014-09-21,2019-09-21
155,"Tyler","M",2008-01-01,"Shih Tzu","Brooklyn",11206,301,493,"BK78",34,7,18,2014-09-21,2016-09-18
156,"Maggie","F",2013-07-01,"Labrador (or Crossbreed)","Manhattan",10023,107,161,"MN12",6,10,29,2014-09-21,2016-09-30
157,"Hannah","F",2014-02-01,"Schnauzer, Miniature","Manhattan",10019,104,127,"MN15",3,10,27,2014-09-21,2019-09-21
158,"Mia","F",2011-10-01,"Yorkshire Terrier","Brooklyn",11222,301,591,"BK76",33,12,26,2014-09-22,2016-10-10
159,"Chase","M",2007-01-01,"Shih Tzu","Brooklyn",11228,310,206,"BK30",43,11,22,2014-09-22,2016-09-29
160,"Lexy","F",2007-06-01,"Yorkshire Terrier","Staten Island",10314,502,27702,"SI24",51,11,24,2014-09-22,2019-09-04
161,"Dakota","F",2014-03-01,"Vizsla","Manhattan",10003,105,52,"MN13",2,12,28,2014-09-22,2019-09-22
162,"Daisy","F",2014-06-01,"Poodle, Miniature","Manhattan",10038,101,1502,"MN25",1,10,26,2014-09-22,2017-09-22
163,"Stella","F",2013-10-01,"Border Collie","Queens",11377,402,243,"QN50",30,14,15,2014-09-22,2019-09-22
164,"Fiona","F",2013-11-01,"Boston Terrier","Manhattan",10128,108,15801,"MN40",5,12,28,2014-09-22,2019-09-22
165,"Apollo","M",2010-04-01,"American Staffordshire Terrier","Bronx",10463,208,287,"BX29",11,13,34,2014-09-22,2016-09-28
166,"Eveylyn","F",2008-12-01,"French Bulldog","Manhattan",10011,104,87,"MN13",3,12,27,2014-09-23,2016-09-23
167,"Parker","M",2014-04-01,"Beagle Crossbreed","Staten Island",10309,503,20801,"SI32",51,11,24,2014-09-23,2019-09-23
168,"Storm","F",2012-07-01,"Labrador (or Crossbreed)","Brooklyn",11209,310,5601,"BK31",43,11,22,2014-09-23,2019-10-04
169,"Nena","F",2007-01-01,"Chihuahua","Bronx",10473,209,86,"BX09",18,15,32,2014-09-23,2016-09-23
170,"Leopold","M",2008-08-01,"Beagle","Manhattan",10023,107,147,"MN14",6,10,27,2014-09-23,2017-07-18
171,"Piper","F",2014-01-01,"Pointer","Manhattan",10012,102,49,"MN24",3,10,26,2014-09-23,2017-09-23
172,"Rascal","M",2010-08-01,"Collie, Border","Staten Island",10310,501,125,"SI22",49,11,24,2014-09-23,2016-10-16
173,"Jade","F",2009-09-01,"Unknown","Bronx",10466,NA,NA,NA,NA,NA,NA,2014-09-23,2016-10-02
174,"Ivory","F",2004-01-01,"Poodle, Toy","Bronx",10461,210,26601,"BX10",13,14,34,2014-09-23,2017-10-19
175,"Chunk","M",2011-05-01,"Bull Dog, French","Manhattan",10011,104,87,"MN13",3,12,27,2014-09-23,2016-08-16
176,"Julius","M",2008-03-01,"Australian Cattledog","Brooklyn",11215,307,149,"BK37",39,7,21,2014-09-23,2019-09-23
177,"Shadow","F",1999-04-01,"Collie Crossbreed","Staten Island",10306,503,138,"SI25",50,11,24,2014-09-23,2016-03-25
178,"Rumi","M",2011-04-01,"Unknown","Manhattan",10021,108,128,"MN40",4,12,28,2014-09-24,2018-07-31
179,"Hendrix","M",2014-07-01,"Golden Retriever","Manhattan",10001,104,99,"MN13",3,10,27,2014-09-24,2016-09-24
180,"Ted","M",2011-08-01,"Pit Bull (or Mix)","Brooklyn",11206,304,391,"BK78",34,7,18,2014-09-24,2017-09-24
181,"Bear","M",2013-12-01,"Shiba Inu","Manhattan",10014,102,77,"MN23",3,10,27,2014-09-24,2019-09-24
182,"Bamba","M",2011-05-01,"French Bulldog","Brooklyn",11201,302,21,"BK38",33,7,26,2014-09-24,2016-09-24
183,"Ali","M",2009-05-01,"Unknown","Staten Island",10314,501,30301,"SI12",49,11,23,2014-09-24,2018-10-28
184,"Oreo","F",2005-09-01,"Havanese","Manhattan",10026,110,216,"MN11",9,13,30,2014-09-24,2017-05-21
185,"Speedy","M",2007-01-01,"Unknown","Brooklyn",11234,318,646,"BK45",45,9,22,2014-09-24,2019-03-29
186,"Grayson","M",2012-12-01,"Chihuahua","Brooklyn",11221,304,423,"BK78",34,7,18,2014-09-25,2017-09-25
187,"Abbey","F",2013-08-01,"Weimaraner","Queens",11694,414,928,"QN10",32,5,15,2014-09-25,2019-09-25
188,"Angel","F",2003-01-01,"Unknown","Bronx",10469,211,328,"BX07",13,14,34,2014-09-25,2016-09-30
189,"Lola","F",2014-03-01,"Labrador (or Crossbreed)","Manhattan",10040,112,279,"MN35",10,13,31,2014-09-25,2019-09-25
190,"Lawrence","M",2010-07-01,"Pit Bull (or Mix)","Manhattan",10025,107,183,"MN12",6,10,31,2014-09-25,2017-10-26
191,"Demo","M",2009-02-01,"Havanese","Queens",11365,411,1417,"QN48",20,6,11,2014-09-25,2019-10-02
192,"Ziggy","M",2007-01-01,"Chihuahua","Bronx",10463,208,297,"BX29",11,16,34,2014-09-25,2016-08-09
193,"Weezy","M",2006-07-01,"Pit Bull (or Mix)","Manhattan",10040,112,277,"MN35",10,13,31,2014-09-25,2017-09-25
194,"Emma","F",2013-09-01,"Vizsla","Queens",11694,414,928,"QN10",32,5,15,2014-09-25,2019-09-25
195,"Princess","F",2008-03-01,"Yorkshire Terrier","Queens",11102,401,95,"QN72",22,14,12,2014-09-25,2016-10-08
196,"Bo","M",2011-06-01,"Maltese","Queens",11372,403,287,"QN28",25,14,13,2014-09-25,2017-10-07
197,"Mason","M",2014-01-01,"Pit Bull (or Mix)","Manhattan",10032,112,249,"MN36",10,13,31,2014-09-25,2017-09-25
198,"Chocolate","F",2007-01-01,"Pit Bull (or Mix)","Brooklyn",11208,305,1190,"BK83",37,8,18,2014-09-25,2016-10-28
199,"Scoobie","M",2005-01-01,"Jack Russell Terrier","Brooklyn",11221,304,399,"BK78",34,8,18,2014-09-26,2016-06-29
200,"Coco","F",2008-05-01,"German Shepherd Dog","Brooklyn",11221,304,393,"BK78",34,7,18,2014-09-26,2019-09-26
201,"Christmas","F",2008-11-01,"Miniature Schnauzer","Manhattan",10016,106,68,"MN21",2,12,28,2014-09-26,2017-09-26
202,"Chase","M",2011-08-01,"Unknown","Queens",11414,410,892,"QN57",32,8,15,2014-09-26,2019-02-13
203,"Bianca","F",2006-01-01,"Shih Tzu","Manhattan",10023,107,145,"MN14",3,10,27,2014-09-26,2017-06-29
204,"Bonnie","F",2009-05-01,"Maltese","Queens",11358,411,1139,"QN48",19,6,11,2014-09-26,2016-10-21
205,"Harley","F",2014-03-01,"Pomeranian","Manhattan",10009,106,44,"MN50",4,12,27,2014-09-26,2016-09-26
206,"Pork","F",2011-09-01,"Bull Dog, English","Manhattan",10019,104,135,"MN15",3,10,27,2014-09-26,2019-09-26
207,"Lulu","F",2010-04-01,"Poodle, Miniature","Brooklyn",11211,301,551,"BK73",34,7,18,2014-09-26,2018-09-26
208,"Dino","M",2003-11-01,"Unknown","Brooklyn",11221,304,399,"BK78",34,8,18,2014-09-26,2016-07-30
209,"Gribetz","M",2009-12-01,"Shih Tzu","Brooklyn",11201,302,1,"BK09",33,7,26,2014-09-26,2016-09-09
210,"Augie","M",2008-09-01,"Pug","Brooklyn",11238,302,197,"BK69",35,8,25,2014-09-27,2016-10-28
211,"Daisy","F",2003-01-01,"Poodle, Standard","Brooklyn",11234,318,654,"BK45",46,8,22,2014-09-27,2016-10-30
212,"Kinley","F",2012-05-01,"German Shepherd Dog","Queens",11377,402,243,"QN50",30,14,15,2014-09-27,2019-09-27
213,"Murphy","M",2010-12-01,"Puggle","Bronx",10463,208,335,"BX22",11,16,34,2014-09-27,2017-09-27
214,"Rocko","M",2013-02-01,"Chihuahua","Manhattan",10035,111,196,"MN34",9,13,30,2014-09-27,2017-09-27
215,"Wendell","M",2011-05-01,"Wire Fox Terrier","Manhattan",10023,107,157,"MN14",6,10,27,2014-09-27,2016-08-02
216,"Ranger","M",2014-06-01,"German Shepherd Dog","Queens",11414,410,884,"QN57",32,8,15,2014-09-27,2019-09-27
217,"Mojeau","M",2009-02-01,"Brussels Griffon","Manhattan",10011,104,87,"MN13",3,12,27,2014-09-27,2019-10-14
218,"Shashi","F",2009-04-01,"Jack Russell Terrier","Manhattan",10021,108,126,"MN31",5,12,28,2014-09-27,2019-09-27
219,"Toby","M",2012-06-01,"Havanese","Manhattan",10033,112,271,"MN35",10,13,31,2014-09-28,2017-09-28
220,"Cody","M",2012-11-01,"Pug","Manhattan",10002,103,2201,"MN28",2,7,26,2014-09-28,2016-04-13
221,"Brian","M",2012-10-01,"Mastiff, Bull","Manhattan",10027,109,21303,"MN06",9,13,30,2014-09-28,2017-07-03
222,"Dexter","M",2013-01-01,"Labrador (or Crossbreed)","Manhattan",10032,112,255,"MN36",10,13,31,2014-09-28,2017-09-26
223,"Archie","F",2011-09-01,"Labrador (or Crossbreed)","Manhattan",10027,109,20701,"MN09",7,10,30,2014-09-28,2019-09-28
224,"Aja","F",2010-08-01,"Unknown","Bronx",10463,208,297,"BX29",11,16,34,2014-09-28,2016-09-26
225,"Ajaxx","M",2014-07-01,"Miniature Pinscher","Brooklyn",11222,301,477,"BK90",34,12,18,2014-09-28,2016-09-28
226,"Oliver","M",2012-12-01,"Poodle, Miniature","Manhattan",10019,104,139,"MN15",3,10,27,2014-09-29,2019-09-29
227,"Ginny","F",2004-09-01,"Unknown","Manhattan",10022,106,98,"MN19",4,12,28,2014-09-29,2016-09-29
228,"Loki","F",2014-07-01,"German Shepherd Crossbreed","Brooklyn",11231,306,53,"BK33",38,10,25,2014-09-29,2019-09-29
229,"Finley","M",2013-10-01,"Poodle, Standard","Brooklyn",11215,306,167,"BK37",39,9,21,2014-09-29,2017-09-29
230,"Cooper","M",2014-03-01,"Unknown","Brooklyn",11222,NA,NA,NA,NA,NA,NA,2014-09-29,2019-09-29
231,"Barney","M",2004-06-01,"Beagle","Manhattan",10024,107,171,"MN12",6,10,31,2014-09-29,2016-10-01
232,"Kyla","F",2012-04-01,"Pit Bull (or Mix)","Brooklyn",11209,310,142,"BK31",43,11,22,2014-09-29,2016-09-29
233,"Rocky","M",2004-09-01,"Chihuahua","Brooklyn",11222,NA,NA,NA,NA,NA,NA,2014-09-29,2019-04-29
234,"Wendy","F",2011-09-01,"German Wirehaired Pointer","Manhattan",10022,106,98,"MN19",4,12,28,2014-09-29,2016-09-29
235,"Charlie","M",2010-03-01,"Shih Tzu","Bronx",10456,204,175,"BX14",16,15,32,2014-09-29,2016-10-15
236,"Q","M",2008-07-01,"Chihuahua","Brooklyn",11222,NA,NA,NA,NA,NA,NA,2014-09-29,2019-03-06
237,"Bennie","M",2010-02-01,"Dachshund Smooth Coat","Bronx",10471,208,323,"BX22",11,16,34,2014-09-29,2017-09-29
238,"Beck","M",2012-08-01,"Dachshund Smooth Coat","Manhattan",10027,109,20701,"MN09",7,10,30,2014-09-29,2016-09-29
239,"Bella","F",2007-05-01,"Chow Chow","Queens",11429,412,510,"QN07",27,5,14,2014-09-29,2016-09-29
240,"Duke","M",2012-01-01,"Unknown","Staten Island",10306,503,12806,"SI25",50,11,24,2014-09-29,2019-09-06
241,"Sasha","F",2012-10-01,"Beagle","Manhattan",10014,102,77,"MN23",3,10,27,2014-09-30,2019-09-30
242,"Coco","F",2012-09-01,"Poodle","Queens",11378,405,511,"QN30",30,6,15,2014-09-30,2016-09-30
243,"Kodie","M",2012-01-01,"Border Collie","Staten Island",10301,501,39,"SI08",49,11,23,2014-09-30,2017-09-30
244,"Copper","M",2007-03-01,"Welsh Corgi, Cardigan","Manhattan",10022,106,100,"MN19",4,12,28,2014-09-30,2016-09-30
245,"Dashwood","M",2014-06-01,"Shetland Sheepdog","Manhattan",10023,107,153,"MN14",6,10,27,2014-09-30,2016-09-30
246,"Wylie","M",2010-08-01,"German Shepherd Dog","Manhattan",10014,102,77,"MN23",3,10,27,2014-09-30,2019-09-30
247,"Oliver","M",2014-03-01,"English Setter","Brooklyn",11238,302,199,"BK69",35,8,25,2014-09-30,2019-09-30
248,"Spike","M",2012-08-01,"Unknown","Manhattan",10023,107,151,"MN14",6,10,31,2014-10-01,2016-10-31
249,"Pebble","F",2012-08-01,"Maltese","Brooklyn",11211,301,553,"BK73",34,12,18,2014-10-01,2017-10-19
250,"Louie","M",2008-02-01,"Papillon","Queens",11105,401,105,"QN72",22,14,13,2014-10-01,2017-09-07
251,"Dayo","M",2011-12-01,"Unknown","Staten Island",10306,502,11202,"SI45",50,11,24,2014-10-01,2019-10-02
252,"Darcy","F",2010-04-01,"Dachshund","Manhattan",10014,102,77,"MN23",3,10,27,2014-10-01,2016-10-01
253,"Kumbuka","F",2010-01-01,"Rhodesian Ridgeback","Staten Island",10306,502,11202,"SI45",50,11,24,2014-10-01,2019-10-22
254,"Jake","M",2013-10-01,"Puggle","Manhattan",10026,110,216,"MN11",9,13,30,2014-10-01,2017-10-01
255,"Mchumba","M",2012-08-01,"Rhodesian Ridgeback","Staten Island",10306,502,11202,"SI45",50,11,24,2014-10-01,2019-10-20
256,"Hundley","M",2012-10-01,"Chihuahua","Queens",11105,401,105,"QN72",22,14,13,2014-10-01,2017-10-05
257,"Tikuioe","M",2014-07-01,"Yorkshire Terrier","Queens",11373,404,457,"QN29",25,6,16,2014-10-01,2017-10-01
258,"Princess","F",2008-01-01,"Lhasa Apso","Queens",11694,414,93401,"QN10",32,5,15,2014-10-01,2017-10-28
259,"Maddie","F",2007-05-01,"Labrador (or Crossbreed)","Bronx",10471,208,323,"BX22",11,16,34,2014-10-01,2016-05-26
260,"Raye","F",2008-09-01,"Unknown","Queens",11105,401,105,"QN72",22,14,13,2014-10-01,2017-02-11
261,"Ricky","M",2003-01-01,"Chihuahua","Manhattan",10011,104,89,"MN13",3,10,27,2014-10-01,2017-10-30
262,"Uma","F",2009-01-01,"Rottweiler","Bronx",10456,204,18102,"BX14",16,15,32,2014-10-01,2017-10-19
263,"Lucy","F",2012-10-01,"Dalmatian","Brooklyn",11231,306,53,"BK33",38,7,25,2014-10-02,2016-10-02
264,"Simba","M",2012-05-01,"Golden Retriever","Queens",11426,413,157101,"QN43",23,3,11,2014-10-02,2017-10-02
265,"Maximus","M",2010-08-01,"Dachshund Smooth Coat","Brooklyn",11222,301,515,"BK73",33,12,26,2014-10-02,2017-10-02
266,"Jake","M",2012-05-01,"Norwich Terrier","Manhattan",10027,110,208,"MN03",9,13,30,2014-10-02,2016-11-25
267,"Midnite","M",2008-03-01,"Yorkshire Terrier","Manhattan",10037,111,210,"MN34",9,13,30,2014-10-02,2016-10-22
268,"Leo","M",2010-06-01,"Rhodesian Ridgeback","Brooklyn",11201,302,7,"BK09",33,7,26,2014-10-02,2017-01-28
269,"Winston","M",2013-11-01,"Wheaton Terrier","Manhattan",10021,108,122,"MN40",4,12,28,2014-10-02,2018-10-02
270,"Oona","F",2013-01-01,"Yorkshire Terrier","Manhattan",10021,108,122,"MN40",4,12,28,2014-10-02,2018-10-02
271,"Oz","M",2013-02-01,"Yorkshire Terrier","Manhattan",10021,108,122,"MN40",4,12,28,2014-10-02,2018-10-02
272,"Franny","F",2014-02-01,"German Shepherd Dog","Manhattan",10011,104,89,"MN13",3,10,27,2014-10-02,2019-10-02
273,"Peyton","M",2012-08-01,"Unknown","Manhattan",10024,107,169,"MN12",6,10,29,2014-10-02,2016-09-24
274,"Lloyd","M",2006-10-01,"Boston Terrier","Manhattan",10025,107,185,"MN12",7,10,30,2014-10-03,2016-10-03
275,"Eze","M",2008-08-01,"Poodle, Standard","Manhattan",10002,103,18,"MN27",1,7,26,2014-10-03,2017-09-23
276,"Ginger","F",2010-07-01,"Unknown","Manhattan",10019,NA,NA,NA,NA,NA,NA,2014-10-03,2016-10-25
277,"B","F",2013-07-01,"Unknown","Manhattan",10003,103,42,"MN22",2,12,27,2014-10-03,2019-10-23
278,"Valentina","F",2011-04-01,"Yorkshire Terrier","Brooklyn",11229,315,578,"BK44",48,9,19,2014-10-03,2016-08-26
279,"Boomer","M",2013-05-01,"Collie Crossbreed","Bronx",10461,210,184,"BX52",13,14,34,2014-10-03,2017-10-03
280,"Maxx","M",2014-07-01,"Cane Corso","Staten Island",10301,501,9,"SI22",49,11,23,2014-10-03,2016-10-03
281,"Maxi","M",2013-09-01,"Poodle, Toy","Manhattan",10282,101,31703,"MN25",1,10,26,2014-10-03,2016-10-03
282,"Joanie","F",2010-11-01,"Chihuahua","Brooklyn",11209,310,38,"BK31",43,11,22,2014-10-03,2017-10-03
283,"Reily","F",2007-12-01,"Maltese","Brooklyn",11225,309,321,"BK63",35,9,20,2014-10-03,2016-10-07
284,"Blue","F",2009-03-01,"Pit Bull (or Mix)","Brooklyn",11218,312,228,"BK88",39,10,21,2014-10-03,2016-02-27
285,"Eddie","M",2011-09-01,"Maltese","Brooklyn",11225,309,321,"BK63",35,9,20,2014-10-03,2016-08-28
286,"Queenie","F",2004-04-01,"Dachshund Smooth Coat","Manhattan",10003,106,64,"MN21",2,12,27,2014-10-04,2017-10-04
287,"Indiana","M",2013-08-01,"Vizsla","Manhattan",10075,108,132,"MN31",5,12,28,2014-10-04,2016-11-24
288,"Layla","F",2013-04-01,"Havanese","Manhattan",10065,108,110,"MN31",5,12,28,2014-10-04,2019-10-04
289,"Yoshi","F",2009-03-01,"Chihuahua","Queens",11378,405,49302,"QN30",30,6,15,2014-10-04,2019-10-04
290,"Zoey","F",2012-11-01,"Pit Bull (or Mix)","Queens",11416,409,36,"QN53",32,7,12,2014-10-04,2017-10-04
291,"Barkley","F",2013-01-01,"Jack Russell Terrier","Brooklyn",11201,306,47,"BK33",39,7,26,2014-10-04,2017-10-02
292,"Kiwi","M",2009-10-01,"Shih Tzu","Queens",11435,408,22002,"QN35",24,6,14,2014-10-04,2016-10-02
293,"Buddy","M",2014-06-01,"Labrador (or Crossbreed)","Manhattan",10016,106,8601,"MN19",4,12,28,2014-10-04,2019-10-04
294,"Butch","M",2012-12-01,"Shih Tzu","Bronx",10459,202,119,"BX27",17,15,32,2014-10-04,2016-10-04
295,"Alistair","M",2012-06-01,"Labradoodle","Manhattan",10028,108,14602,"MN32",5,12,28,2014-10-04,2016-10-04
296,"Lola","F",2002-12-01,"Dachshund","Manhattan",10011,104,93,"MN13",3,10,27,2014-10-04,2017-10-04
297,"Adeline","F",2013-05-01,"Poodle, Toy","Manhattan",10036,105,125,"MN17",3,12,27,2014-10-05,2019-10-05
298,"Buddy","M",2010-06-01,"Cocker Spaniel","Manhattan",10280,101,31704,"MN25",1,10,26,2014-10-05,2019-10-15
299,"Willie","M",2009-02-01,"Chihuahua","Brooklyn",11220,310,68,"BK31",43,11,22,2014-10-05,2016-11-20
300,"Dashiell","M",2001-01-01,"Unknown","Brooklyn",11201,302,15,"BK38",33,8,25,2014-10-05,2016-10-31
301,"Bourne","M",2014-06-01,"Golden Retriever","Brooklyn",11201,302,15,"BK38",33,8,25,2014-10-05,2017-10-05
302,"Seaver","M",2013-05-01,"Labrador (or Crossbreed)","Queens",11106,401,45,"QN70",22,12,12,2014-10-05,2019-10-06
